Family,Genus,SpecificEpithet,SubspecificEpithet,InfraspecificEpithet,InfraspecificRank,Authorship
Noctuidae,Chersotis,fimbriola,vallensis,,,"de Bros, 1962"
Noctuidae,Chersotis,larixia,,,,"(Guen\u00e9e, 1852)"
Noctuidae,Chersotis,margaritacea,,,,"(de Villers, 1789)"
Noctuidae,Chersotis,multangula,,,,"(H\u00fcbner, 1803)"
Noctuidae,Chersotis,ocellina,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Chersotis,oreina,,,,"Dufay, 1984"
Noctuidae,Chersotis,rectangula,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Chesias,legatella,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Chesias,rufata,,,,"(Fabricius, 1775)"
Geometridae,Chiasmia,clathrata,,,,"(Linnaeus, 1758)"
Noctuidae,Chilodes,maritima,,,,"(Tauscher, 1806)"
Noctuidae,Chloantha,hyperici,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Chlorissa,cloraria,,,,"(H\u00fcbner, 1813)"
Geometridae,Chlorissa,etruscaria,,,,"(Zeller, 1849)"
Geometridae,Chlorissa,pulmentaria,,,,"(Guen\u00e9e, 1857)"
Geometridae,Chlorissa,viridata,,,,"(Linnaeus, 1758)"
Geometridae,Chloroclysta,citrata,,,,"(Linnaeus, 1761)"
Geometridae,Chloroclysta,miata,,,,"(Linnaeus, 1758)"
Geometridae,Chloroclysta,siterata,,,,"(Hufnagel, 1767)"
Geometridae,Chloroclysta,truncata,,,,"(Hufnagel, 1767)"
Geometridae,Chloroclystis,v-ata,,,,"(Haworth, 1809)"
Noctuidae,Chortodes,extrema,,,,"(H\u00fcbner, 1809)"
Noctuidae,Chortodes,fluxa,,,,"(H\u00fcbner, 1809)"
Noctuidae,Chortodes,pygmina,,,,"(Haworth, 1809)"
Noctuidae,Chortodes,sohnretheli,,,,"(P\u00fcngeler, 1907)"
Noctuidae,Chrysodeixis,chalcites,,,,"(Esper, 1789)"
Geometridae,Cidaria,fulvata,,,,"(Forster, 1771)"
Drepanidae,Cilix,glaucata,,,,"(Scopoli, 1763)"
Noctuidae,Cirrhia,aurago,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Cirrhia,icteritia,,,,"(Hufnagel, 1766)"
Noctuidae,Cleoceris,scoriacea,,,,"(Esper, 1789)"
Noctuidae,Cleonymia,yvanii,,,,"(Duponchel, 1833)"
Geometridae,Cleora,cinctaria,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Cleorodes,lichenaria,,,,"(Hufnagel, 1767)"
Nymphalidae,Clossiana,dia,,,,"Linnaeus, 1767"
Nymphalidae,Clossiana,euphrosyne,,,,"Linnaeus, 1758"
Nymphalidae,Clossiana,selene,,,,"Denis & Schifferm\u00fcller, 1775"
Nymphalidae,Clossiana,thore,,,,"Huebner, 1767"
Nymphalidae,Clossiana,titania,,,,"Esper, 1793"
Notodontidae,Clostera,anachoreta,,,,"(Denis & Schifferm\u00fcller, 1775)"
Notodontidae,Clostera,anastomosis,,,,"(Linnaeus, 1758)"
Notodontidae,Clostera,curtula,,,,"(Linnaeus, 1758)"
Notodontidae,Clostera,pigra,,,,"(Hufnagel, 1766)"
Noctuidae,Coenobia,rufa,,,,"(Haworth, 1809)"
Geometridae,Coenocalpe,lapidata,,,,"(H\u00fcbner, 1809)"
Nymphalidae,Coenonympha,arcania,,,,"(Linnaeus, 1761)"
Nymphalidae,Coenonympha,darwiniana,,,,"Staudinger, 1871"
Nymphalidae,Coenonympha,dorus,,,,"(Esper, 1782)"
Nymphalidae,Coenonympha,gardetta,,,,"(Prunner, 1798)"
Nymphalidae,Coenonympha,glycerion,,,,"(Borkhausen, 1788)"
Nymphalidae,Coenonympha,hero,,,,"(Linnaeus, 1761)"
Nymphalidae,Coenonympha,iphis,,,,"(Denis & Schifferm\u00fcller, 1775)"
Nymphalidae,Coenonympha,oedippus,,,,"(Fabricius, 1787)"
Nymphalidae,Coenonympha,pamphilus,,,,"(Linnaeus, 1758)"
Nymphalidae,Coenonympha,satyrion,,,,"(Esper, 1804)"
Nymphalidae,Coenonympha,tullia,,,,"(M\u00fcller, 1764)"
Pieridae,Colias,aegidii,,,,"Verhulst, 1990"
Pieridae,Colias,alfacariensis,,,,"Ribbe, 1905"
Pieridae,Colias,alpherakii,,,,"Staudinger, 1882"
Pieridae,Colias,arida,,,,"Alph\u00e9raky, 1889"
Pieridae,Colias,aurorina,,,,"Herrich-Sch\u00e4ffer, 1850"
Pieridae,Colias,australis,,,,"(Verity, 1911)"
Pieridae,Colias,balcanica,,,,"Rebel, 1901"
Pieridae,Colias,caucasica,,,,"Staudinger, 1871"
Pieridae,Colias,chlorocoma,,,,"Cristoph, 1888"
Pieridae,Colias,christophi,,,,"Grum-Grshimailo, 1885"
Pieridae,Colias,chrysotheme,,,,"(Esper, 1781)"
Pieridae,Colias,cocandica,,,,"Erschoff, 1874"
Pieridae,Colias,croceus,,,,"(Geoffroy, 1785)"
Pieridae,Colias,diva,,,,"Grum-Grshimailo, 1891"
Pieridae,Colias,dubia,,,,"Elwes, 1906"
Pieridae,Colias,edusa,,,,"(Fabricius, 1777)"
Pieridae,Colias,eogene,,,,"C. & R. Felder, 1865"
Pieridae,Colias,erate,,,,"(Esper, 1805)"
Pieridae,Colias,erschoffi,,,,"Alph\u00e9raky, 1881"
Pieridae,Colias,felderi,,,,"Grum-Grshimailo, 1891"
Pieridae,Colias,fieldii,,,,"M\u00e9n\u00e9tri\u00e9s, 1855"
Pieridae,Colias,grumi,,,,"Alph\u00e9raky, 1897"
Pieridae,Colias,heos,,,,"(Herbst, 1792)"
Pieridae,Colias,hyale,,,,"(Linnaeus, 1758)"
Pieridae,Colias,hyperborea,,,,"Grum-Grshimailo, 1899"
Pieridae,Colias,lada,,,,"Grum-Grshimailo, 1891"
Pieridae,Colias,ladakensis,,,,"C. & R. Felder, 1865"
Pieridae,Colias,leechi,,,,"Grum-Grshimailo, 1893"
Pieridae,Colias,libanotica,,,,"Lederer, 1858"
Pieridae,Colias,marcopolo,,,,"Grum-Grshimailo, 1888"
Pieridae,Colias,montium,,,,"Oberth\u00fcr, 1886"
Pieridae,Colias,myrmidone,,,,"(Esper, 1781)"
Pieridae,Colias,nastes,,,,"Boisduval, 1832"
Pieridae,Colias,nebulosa,,,,"Oberth\u00fcr, 1894"
Pieridae,Colias,nina,,,,"Fawcett, 1909"
Pieridae,Colias,palaeno,,,,"(Linnaeus, 1761)"
Pieridae,Colias,phicomone,,,,"(Esper, 1780)"
Pieridae,Colias,regia,,,,"Grum-Grshimailo, 1887"
Pieridae,Colias,romanovi,,,,"Grum-Grshimailo, 1885"
Pieridae,Colias,sagartia,,,,"Lederer, 1869"
Pieridae,Colias,shahfuladi,,,,"Clench & Shoumatoff, 1956"
Pieridae,Colias,sieversi,,,,"Grum-Grshimailo, 1887"
Pieridae,Colias,sifanica,,,,"Grum-Grshimailo, 1891"
Pieridae,Colias,staudingeri,,,,"Alph\u00e9raky, 1881"
Pieridae,Colias,stoliczkana,,,,"Moore, 1878"
Pieridae,Colias,tamerlana,,,,"Staudinger, 1897"
Pieridae,Colias,thisoa,,,,"M\u00e9n\u00e9tri\u00e9s, 1832"
Pieridae,Colias,tibetana,,,,"Riley, 1923"
Pieridae,Colias,tyche,,,,"(B\u00f6ber, 1812)"
Pieridae,Colias,wiskotti,,,,"Staudinger, 1882"
Noctuidae,Colobochyla,salicalis,,,,"(Denis & Schifferm\u00fcller, 1775)"
Pantheidae,Colocasia,coryli,,,,"(Linnaeus, 1758)"
Geometridae,Colostygia,aptata,,,,"(H\u00fcbner, 1813)"
Geometridae,Colostygia,aqueata,,,,"(H\u00fcbner, 1813)"
Geometridae,Colostygia,austriacaria,,,,"(Herrich-Sch\u00e4ffer, 1852)"
Geometridae,Colostygia,kollariaria,,,,"(Herrich-Sch\u00e4ffer, 1848)"
Geometridae,Colostygia,laetaria,,,,"(La Harpe, 1853)"
Geometridae,Colostygia,lineolata,,,,"(Fabricius, 1794)"
Geometridae,Colostygia,multistrigaria,,,,"(Haworth, 1809)"
Geometridae,Colostygia,olivata,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Colostygia,pectinataria,,,,"(Knoch, 1781)"
Geometridae,Colostygia,puengeleri,,,,"(Stertz, 1902)"
Geometridae,Colostygia,turbata,,,,"(H\u00fcbner, 1799)"
Geometridae,Colotois,pennaria,,,,"(Linnaeus, 1761)"
Geometridae,Comibaena,bajularia,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Conisania,poelli,,,,"(Stertz, 1915)"
Noctuidae,Conistra,erythrocephala,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Conistra,glabra,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Conistra,intricata,,,,"(Boisduval, 1829)"
Noctuidae,Conistra,ligula,,,,"(Esper, 1791)"
Noctuidae,Conistra,rubiginea,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Conistra,rubiginosa,,,,"(Scopoli, 1763)"
Noctuidae,Conistra,staudingeri,,,,"(Graslin, 1863)"
Noctuidae,Conistra,torrida,,,,"(Lederer, 1857)"
Noctuidae,Conistra,vaccinii,,,,"(Linnaeus, 1761)"
Noctuidae,Conistra,veronicae,,,,"(H\u00fcbner, 1813)"
Noctuidae,Copiphana,olivina,,,,"(Herrich-Sch\u00e4ffer, 1852)"
Noctuidae,Cornutiplusia,circumflexa,,,,"(Linnaeus, 1767)"
Arctiidae,Coscinia,cribraria,punctigera,,,"(Freyer, 1834)"
Noctuidae,Cosmia,affinis,,,,"(Linnaeus, 1767)"
Noctuidae,Cosmia,diffinis,,,,"(Linnaeus, 1767)"
Noctuidae,Cosmia,pyralina,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Cosmia,trapezina,,,,"(Linnaeus, 1758)"
Geometridae,Cosmorhoe,ocellata,,,,"(Linnaeus, 1758)"
Lasiocampidae,Cosmotriche,lobulina,,,,"(Denis & Schifferm\u00fcller, 1775)"
Cossidae,Cossus,cossus,,,,"(Linnaeus, 1758)"
Geometridae,Costaconvexa,polygrammata,,,,"Borkhausen, 1794"
Noctuidae,Craniophora,ligustri,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Crocallis,elinguaria,,,,"(Linnaeus, 1758)"
Geometridae,Crocallis,tusciaria,,,,"(Borkhausen, 1793)"
Geometridae,Crocota,lutearia,,,,"(Fabricius, 1794)"
Geometridae,Crocota,pseudotinctaria,,,,"Leraut, 1999"
Geometridae,Crocota,tinctaria,,,,"(H\u00fcbner, 1799)"
Noctuidae,Cryphia,algae,,,,"(Fabricius, 1775)"
Noctuidae,Cryphia,domestica,,,,"(Hufnagel, 1766)"
Noctuidae,Cryphia,ereptricula,,,,"(Treitschke, 1825)"
Noctuidae,Cryphia,fraudatricula,,,,"(H\u00fcbner, 1803)"
Noctuidae,Cryphia,muralis,,,,"(Forster, 1771)"
Noctuidae,Cryphia,ochsi,,,,"Boursin, 1940"
Noctuidae,Cryphia,pallida,,,,"(Baker, 1894)"
Noctuidae,Cryphia,petricolor,galathea,,,"(Milli\u00e8re, 1874)"
Noctuidae,Cryphia,raptricula,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Cryphia,ravula,,,,"(H\u00fcbner, 1813)"
Noctuidae,Cryphia,receptricula,,,,"(H\u00fcbner, 1803)"
Noctuidae,Cryphia,simulatricula,,,,"(Guen\u00e9e, 1852)"
Noctuidae,Ctenoplusia,accentifera,,,,"Lefebvre, 1827"
Noctuidae,Cucullia,absinthii,,,,"(Linnaeus, 1761)"
Noctuidae,Cucullia,argentea,,,,"(Hufnagel, 1766)"
Noctuidae,Cucullia,artemisiae,,,,"(Hufnagel, 1766)"
Noctuidae,Cucullia,asteris,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Cucullia,campanulae,,,,"Freyer, 1831"
Noctuidae,Cucullia,chamomillae,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Cucullia,dracunculi,,,,"(H\u00fcbner, 1813)"
Noctuidae,Cucullia,gnaphalii,,,,"(H\u00fcbner, 1813)"
Noctuidae,Cucullia,lactucae,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Cucullia,lucifuga,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Cucullia,santolinae,,,,"Rambur, 1834"
Noctuidae,Cucullia,santonici,,,,"(H\u00fcbner, 1813)"
Noctuidae,Cucullia,tanaceti,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Cucullia,umbratica,,,,"(Linnaeus, 1758)"
Noctuidae,Cucullia,xeranthemi,,,,"Boisduval, 1840"
Lycaenidae,Cupido,alcetas,,,,"(Hoffmannsegg, 1804)"
Lycaenidae,Cupido,alsus,,,,"Denis & Schifferm\u00fcller, 1775"
Lycaenidae,Cupido,argiades,,,,"(Pallas, 1771)"
Lycaenidae,Cupido,minimus,,,,"(Fuessly, 1775)"
Lycaenidae,Cupido,osiris,,,,"(Meigen, 1829)"
Lycaenidae,Cyaniris,semiargus,,,,"(Rottemburg, 1775)"
Arctiidae,Cybosia,mesomella,,,,"(Linnaeus, 1758)"
Geometridae,Cyclophora,albiocellaria,,,,"(H\u00fcbner, 1789)"
Geometridae,Cyclophora,albipunctata,,,,"(Hufnagel, 1767)"
Geometridae,Cyclophora,annularia,,,,"(Fabricius, 1775)"
Geometridae,Cyclophora,annulata,,,,"(Schulze, 1775)"
Geometridae,Cyclophora,linearia,,,,"(H\u00fcbner, 1799)"
Geometridae,Cyclophora,pendularia,,,,"(Clerck, 1759)"
Geometridae,Cyclophora,porata,,,,"(Linnaeus, 1767)"
Geometridae,Cyclophora,punctaria,,,,"(Linnaeus, 1758)"
Geometridae,Cyclophora,puppillaria,,,,"(H\u00fcbner, 1799)"
Geometridae,Cyclophora,quercimontaria,,,,"(Bastelberger, 1897)"
Geometridae,Cyclophora,ruficiliaria,,,,"(Herrich-Sch\u00e4ffer, 1855)"
Geometridae,Cyclophora,suppunctaria,,,,"(Zeller, 1847)"
Arctiidae,Cycnia,sordida,,,,"(H\u00fcbner, 1803)"
Drepanidae,Cymatophorina,diluta,,,,"(Denis & Schifferm\u00fcller, 1775)"
Arctiidae,Cymbalophora,pudica,,,,"(Esper, 1784)"
Psychidae,Dahlica,charlottae,,,,"(Meier, 1957)"
Psychidae,Dahlica,generosensis,,,,"(Sauter, 1954)"
Psychidae,Dahlica,goppensteinensis,,,,"(Sauter, 1954)"
Psychidae,Dahlica,leoi,,,,"(Dierl, 1970)"
Psychidae,Dahlica,lichenella,,,,"(Linnaeus, 1761)"
Psychidae,Dahlica,lichenella,fumosella (bisex.),,,"(Heinemann, 1879)"
Psychidae,Dahlica,lichenella,lichenella (parth.),,,"(Linnaeus, 1761)"
Psychidae,Dahlica,sauteri,,,,"(H\u00e4ttenschwiler, 1977)"
Psychidae,Dahlica,simplonica,,,,"(H\u00e4ttenschwiler, 1977)"
Psychidae,Dahlica,ticinensis,,,,"(H\u00e4ttenschwiler, 1977)"
Psychidae,Dahlica,triquetrella,,,,"(H\u00fcbner, 1813)"
Psychidae,Dahlica,triquetrella,triquetrella (bisex.),,,"(H\u00fcbner, 1813)"
Psychidae,Dahlica,triquetrella,triquetrella (parth.),,,"(H\u00fcbner, 1813)"
Psychidae,Dahlica,vaudella,,,,"H\u00e4ttenschwiler, 1990"
Psychidae,Dahlica,wehrlii,,,,"(M\u00fcller-Rutz, 1920)"
Sphingidae,Daphnis,nerii,,,,"(Linnaeus, 1758)"
Noctuidae,Dasypolia,alpina,,,,"(Rogenhofer, 1866)"
Noctuidae,Dasypolia,ferdinandi,,,,"R\u00fchl, 1892"
Noctuidae,Dasypolia,templi,alpina,,,"(Rogenhofer, 1866)"
Sphingidae,Deilephila,elpenor,,,,"(Linnaeus, 1758)"
Sphingidae,Deilephila,porcellus,,,,"(Linnaeus, 1758)"
Geometridae,Deileptenia,ribeata,,,,"(Clerck, 1759)"
Noctuidae,Deltote,bankiana,,,,"(Fabricius, 1775)"
Noctuidae,Deltote,deceptoria,,,,"(Scopoli, 1763)"
Noctuidae,Deltote,uncula,,,,"(Clerck, 1759)"
Lasiocampidae,Dendrolimus,pini,,,,"(Linnaeus, 1758)"
Noctuidae,Diachrysia,chrysitis,,,,"(Linnaeus, 1758)"
Noctuidae,Diachrysia,chryson,,,,"(Esper, 1789)"
Noctuidae,Diachrysia,nadeja,,,,"(Oberth\u00fcr, 1880)"
Noctuidae,Diachrysia,tutti,,,,"(Kostrowicki, 1961)"
Noctuidae,Diachrysia,zosimi,,,,"(H\u00fcbner, 1822)"
Arctiidae,Diacrisia,sannio,,,,"(Linnaeus, 1758)"
Arctiidae,Diaphora,luctuosa,,,,"(H\u00fcbner, 1830/31)"
Arctiidae,Diaphora,mendica,,,,"(Clerck, 1759)"
Noctuidae,Diarsia,brunnea,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Diarsia,dahlii,,,,"(H\u00fcbner, 1813)"
Noctuidae,Diarsia,florida,,,,"(F. Schmidt, 1859)"
Noctuidae,Diarsia,mendica,,,,"(Fabricius, 1775)"
Noctuidae,Diarsia,rubi,,,,"(Vieweg, 1790)"
Lymantriidae,Dicallomera,fascelina,,,,"(Linnaeus, 1758)"
Noctuidae,Dichagyris,candelisequa,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Dichagyris,renigera,,,,"(H\u00fcbner, 1808)"
Noctuidae,Dichagyris,vallesiaca,,,,"(Boisduval, 1837)"
Noctuidae,Dichonia,aeruginea,,,,"(H\u00fcbner, 1808)"
Noctuidae,Dichonia,aprilina,,,,"(Linnaeus, 1758)"
Noctuidae,Dichonia,convergens,,,,"(Denis & Schifferm\u00fcller, 1775)"
Notodontidae,Dicranura,ulmi,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Dicycla,oo,,,,"(Linnaeus, 1758)"
Noctuidae,Diloba,caeruleocephala,,,,"(Linnaeus, 1758)"
Psychidae,Diplodoma,laichartingella,,,,"(Goeze, 1783)"
Noctuidae,Discestra,marmorosa,,,,"Borkhausen, 1792"
Noctuidae,Discestra,melanopa,rupestralis,,,"(H\u00fcbner, 1799)"
Noctuidae,Discestra,microdon,,,,"(Guen\u00e9e, 1852)"
Noctuidae,Discestra,pugnax,,,,"(H\u00fcbner, 1824)"
Noctuidae,Discestra,trifolii,,,,"(Hufnagel, 1766)"
Geometridae,Discoloxia,blomeri,,,,"(Curtis, 1832)"
Drepanidae,Drepana,curvatula,,,,"(Borkhausen, 1790)"
Drepanidae,Drepana,falcataria,,,,"(Linnaeus, 1758)"
Notodontidae,Drymonia,dodonaea,,,,"(Denis & Schifferm\u00fcller, 1775)"
Notodontidae,Drymonia,melagona,,,,"(Borkhausen, 1790)"
Notodontidae,Drymonia,obliterata,,,,"(Esper, 1785)"
Notodontidae,Drymonia,querna,,,,"(Denis & Schifferm\u00fcller, 1775)"
Notodontidae,Drymonia,ruficornis,,,,"(Hufnagel, 1766)"
Notodontidae,Drymonia,velitaris,,,,"(Hufnagel, 1766)"
Noctuidae,Dryobota,furva,,,,"(Esper, 1791)"
Noctuidae,Dryobota,labecula,,,,"(Esper, 1788)"
Noctuidae,Dryobotodes,carbonis,,,,"(Wagner, 1931)"
Noctuidae,Dryobotodes,cerris,,,,"(Boisduval, 1840)"
Noctuidae,Dryobotodes,eremita,,,,"(Fabricius, 1775)"
Noctuidae,Dryobotodes,monochroma,,,,"(Esper, 1790)"
Noctuidae,Dryobotodes,roboris,,,,"(Boisduval, 1828)"
Noctuidae,Dryobotodes,tenebrosa,,,,"(Esper, 1789)"
Noctuidae,Dypterygia,scabriuscula,,,,"(Linnaeus, 1758)"
Arctiidae,Dysauxes,ancilla,,,,"(Linnaeus, 1767)"
Arctiidae,Dysauxes,famula,,,,"(Freyer, 1836)"
Arctiidae,Dysauxes,punctata,,,,"(Fabricius, 1781)"
Noctuidae,Dysgonia,algira,,,,"(Linnaeus, 1767)"
Cossidae,Dyspessa,ulula,,,,"(Borkhausen, 1790)"
Nolidae,Earias,clorana,,,,"(Linnaeus, 1761)"
Nolidae,Earias,vernana,,,,"(H\u00fcbner, 1799)"
Geometridae,Earophila,badiata,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Ecliptopera,capitata,,,,"(Herrich-Sch\u00e4ffer, 1839)"
Geometridae,Ecliptopera,silaceata,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Ectropis,bistortata,,,,"(Goeze, 1781)"
Geometridae,Ectropis,crepuscularia,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Ectropis,extersaria,,,,"(H\u00fcbner, 1799)"
Noctuidae,Egira,conspicillaris,,,,"(Linnaeus, 1758)"
Arctiidae,Eilema,caniola,,,,"(H\u00fcbner, 1808)"
Arctiidae,Eilema,complana,,,,"(Linnaeus, 1758)"
Arctiidae,Eilema,deplana,,,,"(Esper, 1787)"
Arctiidae,Eilema,depressa,,,,"(Esper, 1787)"
Arctiidae,Eilema,griseola,,,,"(H\u00fcbner, 1803)"
Arctiidae,Eilema,lurideola,,,,"(Zincken, 1817)"
Arctiidae,Eilema,lutarella,,,,"(Linnaeus, 1758)"
Arctiidae,Eilema,palliatella,,,,"(Scopoli, 1763)"
Arctiidae,Eilema,pseudocomplana,,,,"(Daniel, 1939)"
Arctiidae,Eilema,pygmaeola,pallifrons,,,"(Zeller, 1847)"
Arctiidae,Eilema,sororcula,,,,"(Hufnagel, 1766)"
Geometridae,Eilicrinia,trinotata,,,,"(Metzner, 1845)"
Noctuidae,Elaphria,venustula,,,,"(H\u00fcbner, 1790)"
Geometridae,Electrophaes,corylata,,,,"(Thunberg, 1792)"
Geometridae,Elophos,andereggaria,,,,"(La Harpe, 1853)"
Geometridae,Elophos,caelibaria,,,,"(Heydenreich, 1851)"
Geometridae,Elophos,dilucidaria,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Elophos,dognini,,,,"(Thierry-Mieg, 1910)"
Geometridae,Elophos,operaria,necopinatus,,,"Rezbanyai-Reser, 1992"
Geometridae,Elophos,serotinaria,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Elophos,unicoloraria,,,,"(Staudinger, 1871)"
Geometridae,Elophos,vittaria,mendicaria,,,"(Herrich-Sch\u00e4ffer, 1952)"
Geometridae,Elophos,zelleraria,,,,"(Freyer, 1836)"
Geometridae,Ematurga,atomaria,,,,"(Linnaeus, 1758)"
Noctuidae,Emmelia,trabealis,,,,"(Scopoli, 1763)"
Geometridae,Emmiltis,pygmaearia,,,,"(H\u00fcbner, 1809)"
Noctuidae,Enargia,paleacea,,,,"(Esper, 1788)"
Endromidae,Endromis,versicolora,,,,"(Linnaeus, 1758)"
Geometridae,Ennomos,alniaria,,,,"(Linnaeus, 1758)"
Geometridae,Ennomos,autumnaria,,,,"(Werneburg, 1859)"
Geometridae,Ennomos,erosaria,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Ennomos,fuscantaria,,,,"(Stephens, 1809)"
Geometridae,Ennomos,quercaria,,,,"(H\u00fcbner, 1813)"
Geometridae,Ennomos,quercinaria,,,,"(Hufnagel, 1867)"
Geometridae,Entephria,caesiata,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Entephria,contestata,,,,"Vorbrodt & M\u00fcller-Rutz, 1913"
Geometridae,Entephria,cyanata,,,,"(H\u00fcbner, 1809)"
Geometridae,Entephria,flavata,,,,"(Osthelder, 1929)"
Geometridae,Entephria,flavicinctata,,,,"(H\u00fcbner, 1813)"
Geometridae,Entephria,infidaria,,,,"(La Harpe, 1853)"
Geometridae,Entephria,nobiliaria,,,,"(Herrich-Sch\u00e4ffer, 1852)"
Noctuidae,Ephesia,diversa,,,,"(Geyer, 1828)"
Psychidae,Epichnopterix,alpina,,,,"Heylaerts, 1900"
Psychidae,Epichnopterix,kovacsi,,,,"Sieder, 1955"
Psychidae,Epichnopterix,montana,,,,"Heylaerts, 1900"
Psychidae,Epichnopterix,plumella,,,,"(Denis & Schifferm\u00fcller, 1775)"
Psychidae,Epichnopterix,pontbrillantella,,,,"(Bruand, 1858)"
Psychidae,Epichnopterix,sieboldi,,,,"(Reutti, 1853)"
Noctuidae,Epilecta,linogrisea,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Epilobophora,sabinata,,,,"(Geyer, 1831)"
Noctuidae,Epimecia,ustula,,,,"(Freyer, 1835)"
Geometridae,Epione,paralellaria,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Epione,repandaria,,,,"(Hufnagel, 1767)"
Geometridae,Epione,vespertaria,,,,"(Linnaeus, 1767)"
Noctuidae,Epipsilia,grisescens,,,,"(Fabricius, 1794)"
Noctuidae,Epipsilia,latens,,,,"(H\u00fcbner, 1809)"
Geometridae,Epirranthis,diversata,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Epirrhoe,alternata,,,,"(M\u00fcller, 1764)"
Geometridae,Epirrhoe,galiata,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Epirrhoe,hastulata,,,,"(H\u00fcbner, 1790)"
Geometridae,Epirrhoe,molluginata,,,,"(H\u00fcbner, 1813)"
Geometridae,Epirrhoe,pupillata,,,,"(Thunberg, 1788)"
Geometridae,Epirrhoe,rivata,,,,"(H\u00fcbner, 1813)"
Geometridae,Epirrhoe,tristata,,,,"(Linnaeus, 1758)"
Geometridae,Epirrita,autumnata,,,,"(Borkhausen, 1794)"
Geometridae,Epirrita,christyi,,,,"(Allen, 1906)"
Geometridae,Epirrita,dilutata,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Episema,glaucina,,,,"(Esper, 1789)"
Geometridae,Erannis,defoliaria,,,,"(Clerck, 1759)"
Nymphalidae,Erebia,aethiops,,,,"(Esper, 1777)"
Nymphalidae,Erebia,alberganus,,,,"(Prunner, 1798)"
Nymphalidae,Erebia,bubastis,,,,"(Meisner, 1818)"
Nymphalidae,Erebia,cassioides,,,,"(Reiner & Hochenwarth, 1792)"
Nymphalidae,Erebia,ceto,,,,"H\u00fcbner, 1804"
Nymphalidae,Erebia,christi,,,,"R\u00e4tzer, 1890"
Nymphalidae,Erebia,epiphron,,,,"(Knoch, 1783)"
Nymphalidae,Erebia,eriphyle,,,,"(Freyer, 1836)"
Nymphalidae,Erebia,euryale,,,,"(Esper, 1805)"
Nymphalidae,Erebia,evias,,,,"(Godart, 1823)"
Nymphalidae,Erebia,flavofasciata,,,,"Heyne, 1895"
Nymphalidae,Erebia,gorge,,,,"(H\u00fcbner, 1804)"
Nymphalidae,Erebia,lapona,,,,"Thunberg, 1791"
Nymphalidae,Erebia,ligea,,,,"(Linnaeus, 1758)"
Nymphalidae,Erebia,manto,,,,"(Denis & Schifferm\u00fcller, 1775)"
Nymphalidae,Erebia,medusa,,,,"(Denis & Schifferm\u00fcller, 1775)"
Nymphalidae,Erebia,melampus,,,,"(Fuessly, 1775)"
Nymphalidae,Erebia,meolans,,,,"(Prunner, 1798)"
Nymphalidae,Erebia,mnestra,,,,"(H\u00fcbner, 1804)"
Nymphalidae,Erebia,montana,,,,"(Prunner, 1798)"
Nymphalidae,Erebia,nivalis,,,,"Lorkovic & Lesse, 1954"
Nymphalidae,Erebia,oeme,,,,"(H\u00fcbner, 1804)"
Nymphalidae,Erebia,pandrose,,,,"(Borkhausen, 1788)"
Nymphalidae,Erebia,pharte,,,,"(H\u00fcbner, 1804)"
Nymphalidae,Erebia,pluto,,,,"(Prunner, 1798)"
